DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
12 September 2018,251,251337,253463,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,102208,OLDER FAMILIES,Budget
18 April 2019,251,251337,253466,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,102211,YOUNG FAMILIES,Budget
24 February 2019,253,253017,253559,40,Thins Chips Seasonedchicken 175g,2,6.6,102212,MIDAGE SINGLES/COUPLES,Premium
06 October 2018,253,253102,253687,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,102213,RETIREES,Mainstream
09 February 2019,253,253102,253689,44,Thins Chips Light&  Tangy 175g,2,6.6,102215,OLDER SINGLES/COUPLES,Mainstream
23 June 2019,255,255279,254867,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,102237,RETIREES,Premium
24 June 2019,255,255287,254875,40,Thins Chips Seasonedchicken 175g,2,6.6,102238,OLDER FAMILIES,Budget
08 February 2019,256,256147,255284,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,102248,MIDAGE SINGLES/COUPLES,Premium
16 June 2019,256,256148,255285,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,102249,RETIREES,Mainstream
20 November 2018,256,256333,255501,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,103009,OLDER FAMILIES,Budget
08 September 2018,256,256395,255584,100,Smiths Crinkle Cut  Chips Chs&Onion170g,1,2.9,103013,MIDAGE SINGLES/COUPLES,Mainstream
16 November 2018,257,257085,256257,22,Thins Chips         Originl saltd 175g,2,6.6,103022,RETIREES,Premium
16 February 2019,260,260054,259164,44,Thins Chips Light&  Tangy 175g,2,6.6,103038,MIDAGE SINGLES/COUPLES,Budget
25 October 2018,260,260120,259271,44,Thins Chips Light&  Tangy 175g,2,6.6,103044,YOUNG SINGLES/COUPLES,Premium
08 January 2019,260,260256,259504,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,103048,YOUNG SINGLES/COUPLES,Mainstream
26 April 2019,260,260291,259567,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,103051,MIDAGE SINGLES/COUPLES,Budget
26 June 2019,260,260291,259568,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103054,MIDAGE SINGLES/COUPLES,Mainstream
13 September 2018,260,260329,259637,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103060,OLDER SINGLES/COUPLES,Budget
22 October 2018,264,264123,262885,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,103124,RETIREES,Mainstream
11 December 2018,267,267260,264363,96,WW Original Stacked Chips 160g,1,1.9,103140,YOUNG SINGLES/COUPLES,Mainstream
24 July 2018,268,268394,264838,29,French Fries Potato Chips 175g,1,3.0,103143,MIDAGE SINGLES/COUPLES,Premium
24 August 2018,268,268394,264839,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,103144,RETIREES,Mainstream
01 July 2018,270,270172,267767,44,Thins Chips Light&  Tangy 175g,2,6.6,103149,OLDER FAMILIES,Budget
14 December 2018,271,271186,269323,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,103163,YOUNG SINGLES/COUPLES,Budget
20 October 2018,272,272039,269687,44,Thins Chips Light&  Tangy 175g,2,6.6,103167,YOUNG SINGLES/COUPLES,Premium
09 March 2019,272,272144,269840,78,Thins Chips Salt &  Vinegar 175g,2,6.6,103170,MIDAGE SINGLES/COUPLES,Mainstream
26 August 2018,272,272277,270027,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,103172,MIDAGE SINGLES/COUPLES,Premium
20 May 2019,6,6253,6044,96,WW Original Stacked Chips 160g,1,1.9,103182,MIDAGE SINGLES/COUPLES,Mainstream
14 May 2019,26,26086,22631,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,103191,YOUNG FAMILIES,Budget
14 August 2018,88,88079,86600,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103217,OLDER FAMILIES,Budget
16 August 2018,96,96026,95786,28,Thins Potato Chips  Hot & Spicy 175g,1,3.3,103221,NEW FAMILIES,Premium
18 May 2019,97,97143,97162,1,Smiths Crinkle Cut  Chips Barbecue 170g,1,2.9,103224,MIDAGE SINGLES/COUPLES,Premium
17 August 2018,122,122004,124659,8,Smiths Crinkle Cut  Chips Original 170g,1,2.9,103235,RETIREES,Mainstream
16 August 2018,131,131475,135822,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,5,19.0,103238,OLDER SINGLES/COUPLES,Budget
20 May 2019,136,136422,138796,40,Thins Chips Seasonedchicken 175g,1,3.3,103245,OLDER SINGLES/COUPLES,Mainstream
14 May 2019,194,194178,194012,75,Cobs Popd Sea Salt  Chips 110g,1,3.8,103276,OLDER SINGLES/COUPLES,Mainstream
20 August 2018,214,214495,214147,96,WW Original Stacked Chips 160g,1,1.9,103279,RETIREES,Mainstream
16 May 2019,223,223155,223873,1,Smiths Crinkle Cut  Chips Barbecue 170g,1,2.9,103285,YOUNG SINGLES/COUPLES,Mainstream
18 August 2018,231,231157,234341,2,Cobs Popd Sour Crm  &Chives Chips 110g,1,3.8,103288,YOUNG SINGLES/COUPLES,Mainstream
16 August 2018,232,232258,236692,61,Smiths Crinkle Cut  Chips Chicken 170g,1,2.9,103290,OLDER SINGLES/COUPLES,Premium
16 May 2019,240,240111,244166,77,Doritos Corn Chips  Nacho Cheese 170g,1,4.4,103295,MIDAGE SINGLES/COUPLES,Mainstream
15 October 2018,1,1278,314,2,Cobs Popd Sour Crm  &Chives Chips 110g,1,3.8,103319,RETIREES,Premium
06 March 2019,2,2000,590,47,Doritos Corn Chips  Original 170g,1,4.4,103328,YOUNG FAMILIES,Mainstream
27 October 2018,2,2048,644,27,WW Supreme Cheese   Corn Chips 200g,1,1.9,103332,MIDAGE SINGLES/COUPLES,Budget
25 August 2018,2,2311,914,27,WW Supreme Cheese   Corn Chips 200g,1,1.9,103338,RETIREES,Mainstream
28 August 2018,2,2311,915,2,Cobs Popd Sour Crm  &Chives Chips 110g,1,3.8,103339,YOUNG SINGLES/COUPLES,Mainstream
01 January 2019,2,2311,917,29,French Fries Potato Chips 175g,1,3.0,103342,YOUNG FAMILIES,Premium
09 January 2019,3,3258,2232,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,103359,NEW FAMILIES,Premium
28 September 2018,4,4011,2696,44,Thins Chips Light&  Tangy 175g,2,6.6,103364,YOUNG SINGLES/COUPLES,Mainstream
21 June 2019,4,4011,2698,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103366,OLDER FAMILIES,Budget
03 September 2018,4,4027,2758,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103368,YOUNG SINGLES/COUPLES,Mainstream
23 January 2019,4,4084,3026,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,103376,RETIREES,Mainstream
16 July 2018,4,4129,3241,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,103380,YOUNG SINGLES/COUPLES,Premium
21 November 2018,4,4155,3358,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103390,YOUNG FAMILIES,Mainstream
12 February 2019,4,4155,3359,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,103391,OLDER SINGLES/COUPLES,Budget
15 October 2018,4,4298,3985,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,103400,YOUNG SINGLES/COUPLES,Budget
29 August 2018,5,5221,5659,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,103408,MIDAGE SINGLES/COUPLES,Premium
23 June 2019,6,6246,6038,29,French Fries Potato Chips 175g,1,3.0,103429,OLDER FAMILIES,Budget
18 June 2019,7,7164,6969,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,103444,RETIREES,Premium
29 April 2019,7,7189,7074,78,Thins Chips Salt &  Vinegar 175g,2,6.6,103450,RETIREES,Mainstream
01 May 2019,7,7380,7804,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,103460,RETIREES,Mainstream
15 April 2019,8,8071,7907,44,Thins Chips Light&  Tangy 175g,2,6.6,103461,RETIREES,Mainstream
21 July 2018,10,10135,9843,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,103482,OLDER SINGLES/COUPLES,Budget
24 December 2018,13,13103,11732,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,104000,OLDER FAMILIES,Premium
24 January 2019,13,13103,11733,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,104001,YOUNG FAMILIES,Mainstream
29 March 2019,13,13103,11734,29,French Fries Potato Chips 175g,2,6.0,104002,MIDAGE SINGLES/COUPLES,Mainstream
02 November 2018,15,15191,13892,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,104008,OLDER SINGLES/COUPLES,Premium
14 June 2019,16,16120,14267,78,Thins Chips Salt &  Vinegar 175g,1,3.3,104013,OLDER FAMILIES,Mainstream
07 September 2018,16,16262,14390,96,WW Original Stacked Chips 160g,1,1.9,104018,OLDER FAMILIES,Budget
26 November 2018,16,16262,14391,44,Thins Chips Light&  Tangy 175g,1,3.3,104019,YOUNG SINGLES/COUPLES,Mainstream
05 January 2019,16,16298,14425,29,French Fries Potato Chips 175g,1,3.0,104020,RETIREES,Premium
18 October 2018,16,16300,14427,28,Thins Potato Chips  Hot & Spicy 175g,1,3.3,104021,RETIREES,Premium
16 April 2019,17,17184,14903,40,Thins Chips Seasonedchicken 175g,2,6.6,104024,YOUNG FAMILIES,Mainstream
23 February 2019,18,18363,15633,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,104031,OLDER SINGLES/COUPLES,Mainstream
10 May 2019,20,20240,17219,30,Doritos Corn Chips  Cheese Supreme 170g,1,4.4,104040,OLDER SINGLES/COUPLES,Mainstream
16 April 2019,22,22408,18637,110,WW Original Corn    Chips 200g,2,3.8,104051,YOUNG FAMILIES,Budget
24 July 2018,25,25071,21755,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,104065,YOUNG FAMILIES,Budget
06 March 2019,25,25107,21817,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,104067,OLDER FAMILIES,Budget
02 May 2019,26,26086,22630,40,Thins Chips Seasonedchicken 175g,2,6.6,104073,MIDAGE SINGLES/COUPLES,Mainstream
25 April 2019,26,26122,22800,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,104076,OLDER FAMILIES,Budget
24 March 2019,26,26375,23909,40,Thins Chips Seasonedchicken 175g,2,6.6,104083,OLDER SINGLES/COUPLES,Budget
01 April 2019,26,26375,23910,78,Thins Chips Salt &  Vinegar 175g,2,6.6,104084,YOUNG FAMILIES,Premium
24 April 2019,27,27153,24174,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,104090,OLDER FAMILIES,Premium
13 August 2018,27,27234,24295,47,Doritos Corn Chips  Original 170g,2,8.8,104091,OLDER SINGLES/COUPLES,Mainstream
23 April 2019,27,27343,24452,40,Thins Chips Seasonedchicken 175g,2,6.6,104093,YOUNG FAMILIES,Budget
12 April 2019,28,28159,25473,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,104100,OLDER SINGLES/COUPLES,Mainstream
24 April 2019,28,28159,25474,47,Doritos Corn Chips  Original 170g,2,8.8,104101,YOUNG FAMILIES,Mainstream
06 September 2018,32,32057,28334,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,104122,OLDER SINGLES/COUPLES,Budget
29 March 2019,32,32057,28336,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,104124,OLDER SINGLES/COUPLES,Premium
01 March 2019,32,32117,28723,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,104129,YOUNG FAMILIES,Mainstream
25 April 2019,32,32117,28724,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,104130,YOUNG FAMILIES,Premium
03 October 2018,32,32191,29182,40,Thins Chips Seasonedchicken 175g,2,6.6,104133,YOUNG FAMILIES,Mainstream
24 December 2018,32,32203,29247,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,104140,MIDAGE SINGLES/COUPLES,Mainstream
30 June 2019,33,33059,29796,29,French Fries Potato Chips 175g,2,6.0,104147,MIDAGE SINGLES/COUPLES,Budget
10 July 2018,33,33089,29996,22,Thins Chips         Originl saltd 175g,2,6.6,104148,OLDER FAMILIES,Budget
31 January 2019,33,33089,29998,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,104150,YOUNG FAMILIES,Mainstream
13 September 2018,34,34154,31291,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,104153,OLDER FAMILIES,Premium
02 April 2019,35,35158,31719,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,104164,YOUNG FAMILIES,Premium
09 June 2019,36,36044,32199,44,Thins Chips Light&  Tangy 175g,2,6.6,104171,YOUNG FAMILIES,Budget
29 June 2019,36,36044,32200,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,104172,OLDER SINGLES/COUPLES,Mainstream
24 July 2018,38,38208,34250,29,French Fries Potato Chips 175g,1,3.0,104192,OLDER FAMILIES,Budget
08 August 2018,39,39223,35997,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,104200,YOUNG FAMILIES,Premium
10 November 2018,39,39223,35998,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,104201,YOUNG SINGLES/COUPLES,Mainstream
30 January 2019,40,40083,36501,47,Doritos Corn Chips  Original 170g,2,8.8,104204,OLDER SINGLES/COUPLES,Budget
17 July 2018,40,40191,36985,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,104207,OLDER SINGLES/COUPLES,Budget
22 September 2018,40,40191,36986,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,104208,OLDER SINGLES/COUPLES,Mainstream
20 February 2019,40,40223,37129,78,Thins Chips Salt &  Vinegar 175g,2,6.6,104212,OLDER FAMILIES,Premium
27 May 2019,40,40223,37131,40,Thins Chips Seasonedchicken 175g,2,6.6,104214,OLDER FAMILIES,Premium
02 October 2018,43,43035,38824,22,Thins Chips         Originl saltd 175g,2,6.6,104228,OLDER SINGLES/COUPLES,Premium
23 December 2018,43,43209,40054,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,104231,YOUNG FAMILIES,Premium
09 June 2019,43,43209,40056,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,104232,YOUNG FAMILIES,Mainstream
21 January 2019,45,45022,40553,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,104235,OLDER FAMILIES,Budget
28 April 2019,45,45022,40555,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,104237,OLDER SINGLES/COUPLES,Mainstream
27 August 2018,46,46008,41823,22,Thins Chips         Originl saltd 175g,2,6.6,105004,OLDER SINGLES/COUPLES,Premium
22 February 2019,46,46357,42208,2,Cobs Popd Sour Crm  &Chives Chips 110g,1,3.8,105006,OLDER SINGLES/COUPLES,Mainstream
10 October 2018,47,47067,42443,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,105010,OLDER SINGLES/COUPLES,Budget
10 March 2019,48,48097,43652,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,105025,YOUNG FAMILIES,Budget
12 January 2019,48,48159,44043,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,105027,YOUNG FAMILIES,Budget
28 December 2018,49,49101,44942,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,105032,YOUNG FAMILIES,Premium
26 February 2019,49,49101,44943,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,105033,OLDER SINGLES/COUPLES,Premium
23 January 2019,49,49256,45594,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,105038,YOUNG SINGLES/COUPLES,Budget
07 June 2019,49,49256,45596,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,105040,OLDER FAMILIES,Budget
14 March 2019,49,49260,45612,40,Thins Chips Seasonedchicken 175g,2,6.6,105044,YOUNG FAMILIES,Mainstream
14 September 2018,49,49328,45879,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,105046,RETIREES,Premium
24 September 2018,49,49388,46096,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,105049,OLDER FAMILIES,Premium
27 July 2018,53,53346,47634,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,105060,YOUNG FAMILIES,Mainstream
05 September 2018,53,53394,47681,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,1,3.8,105061,RETIREES,Mainstream
26 March 2019,53,53394,47682,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,105062,OLDER FAMILIES,Budget
05 December 2018,55,55126,49226,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,105073,RETIREES,Budget
10 February 2019,55,55126,49227,96,WW Original Stacked Chips 160g,2,3.8,105074,OLDER SINGLES/COUPLES,Budget
02 November 2018,55,55164,49471,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,105079,OLDER FAMILIES,Budget
18 October 2018,56,56076,50430,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,105083,MIDAGE SINGLES/COUPLES,Budget
22 March 2019,56,56076,50433,47,Doritos Corn Chips  Original 170g,2,8.8,105086,OLDER FAMILIES,Budget
16 December 2018,57,57041,51506,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,105090,OLDER SINGLES/COUPLES,Mainstream
13 May 2019,57,57041,51508,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,105093,OLDER FAMILIES,Budget
02 September 2018,57,57196,52399,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,105101,OLDER FAMILIES,Premium
13 September 2018,58,58135,53408,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,105106,YOUNG FAMILIES,Premium
15 June 2019,58,58135,53411,78,Thins Chips Salt &  Vinegar 175g,2,6.6,105109,YOUNG FAMILIES,Premium
09 November 2018,58,58148,53465,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,105111,OLDER SINGLES/COUPLES,Budget
03 March 2019,58,58221,53782,78,Thins Chips Salt &  Vinegar 175g,2,6.6,105117,RETIREES,Premium
27 June 2019,58,58273,54011,47,Doritos Corn Chips  Original 170g,2,8.8,105122,OLDER SINGLES/COUPLES,Mainstream
21 March 2019,58,58313,54209,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,105124,YOUNG FAMILIES,Budget
02 June 2019,58,58313,54211,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,105126,MIDAGE SINGLES/COUPLES,Mainstream
08 June 2019,58,58313,54212,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,105127,RETIREES,Mainstream
18 December 2018,60,60019,56219,40,Thins Chips Seasonedchicken 175g,2,6.6,105147,YOUNG FAMILIES,Premium
18 December 2018,60,60019,56219,47,Doritos Corn Chips  Original 170g,2,8.8,105148,RETIREES,Premium
10 September 2018,60,60095,56554,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,105151,MIDAGE SINGLES/COUPLES,Mainstream
08 April 2019,60,60124,56672,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,105159,MIDAGE SINGLES/COUPLES,Premium
18 July 2018,65,65102,62083,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,105178,YOUNG SINGLES/COUPLES,Mainstream
13 January 2019,65,65102,62084,2,Cobs Popd Sour Crm  &Chives Chips 110g,1,3.8,105179,OLDER FAMILIES,Budget
26 November 2018,65,65368,63186,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,105187,MIDAGE SINGLES/COUPLES,Mainstream
11 May 2019,65,65368,63189,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,105190,MIDAGE SINGLES/COUPLES,Mainstream
04 February 2019,66,66136,63450,40,Thins Chips Seasonedchicken 175g,2,6.6,105192,OLDER FAMILIES,Budget
12 September 2018,69,69221,67242,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,105210,YOUNG SINGLES/COUPLES,Premium
28 May 2019,69,69221,67246,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,105214,OLDER SINGLES/COUPLES,Mainstream
31 March 2019,71,71190,70180,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,105227,OLDER SINGLES/COUPLES,Premium
01 June 2019,72,72007,70623,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,105230,RETIREES,Premium
21 November 2018,72,72243,71690,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,106004,OLDER SINGLES/COUPLES,Mainstream
21 March 2019,75,75131,73925,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,106019,OLDER SINGLES/COUPLES,Premium
26 October 2018,75,75274,74539,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,106028,YOUNG SINGLES/COUPLES,Mainstream
13 January 2019,75,75349,74831,47,Doritos Corn Chips  Original 170g,2,8.8,106034,RETIREES,Budget
30 October 2018,78,78123,76180,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,106040,RETIREES,Budget
02 February 2019,80,80021,78369,40,Thins Chips Seasonedchicken 175g,2,6.6,106057,OLDER SINGLES/COUPLES,Mainstream
18 January 2019,80,80114,78743,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,106060,YOUNG SINGLES/COUPLES,Premium
05 June 2019,80,80185,78992,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,106063,RETIREES,Budget
28 October 2018,80,80369,79686,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,106074,MIDAGE SINGLES/COUPLES,Budget
03 November 2018,81,81005,79763,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,106077,MIDAGE SINGLES/COUPLES,Mainstream
12 March 2019,81,81129,80321,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,106084,NEW FAMILIES,Mainstream
19 July 2018,81,81302,81076,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,106092,OLDER FAMILIES,Budget
09 February 2019,81,81330,81197,40,Thins Chips Seasonedchicken 175g,2,6.6,106097,RETIREES,Premium
08 September 2018,83,83202,83269,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,106120,YOUNG FAMILIES,Premium
17 March 2019,86,86021,84276,22,Thins Chips         Originl saltd 175g,2,6.6,106129,YOUNG FAMILIES,Mainstream
25 September 2018,86,86050,84452,29,French Fries Potato Chips 175g,2,6.0,106132,RETIREES,Budget
29 April 2019,86,86169,85186,110,WW Original Corn    Chips 200g,2,3.8,106146,OLDER FAMILIES,Budget
23 November 2018,86,86181,85266,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,106147,MIDAGE SINGLES/COUPLES,Budget
07 January 2019,87,87166,85916,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,106150,RETIREES,Budget
04 December 2018,88,88191,87169,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,106153,OLDER SINGLES/COUPLES,Premium
22 February 2019,90,90324,89049,110,WW Original Corn    Chips 200g,2,3.8,106176,OLDER FAMILIES,Budget
25 October 2018,91,91022,89336,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,106178,YOUNG FAMILIES,Premium
26 April 2019,91,91065,89486,47,Doritos Corn Chips  Original 170g,2,8.8,106182,YOUNG FAMILIES,Budget
31 May 2019,91,91186,89889,47,Doritos Corn Chips  Original 170g,2,8.8,106184,OLDER SINGLES/COUPLES,Budget
13 May 2019,91,91194,89918,28,Thins Potato Chips  Hot & Spicy 175g,1,3.3,106186,NEW FAMILIES,Premium
14 April 2019,94,94025,92595,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,106195,OLDER SINGLES/COUPLES,Budget
14 February 2019,94,94186,93653,110,WW Original Corn    Chips 200g,2,3.8,106200,RETIREES,Budget
04 February 2019,96,96364,96255,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,106230,OLDER FAMILIES,Premium
28 March 2019,97,97007,96309,44,Thins Chips Light&  Tangy 175g,2,6.6,106236,OLDER SINGLES/COUPLES,Mainstream
19 December 2018,98,98136,97935,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,106254,MIDAGE SINGLES/COUPLES,Premium
30 November 2018,101,101119,100725,40,Thins Chips Seasonedchicken 175g,2,6.6,106263,NEW FAMILIES,Mainstream
27 December 2018,101,101181,101072,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,107003,OLDER SINGLES/COUPLES,Premium
08 February 2019,101,101181,101073,40,Thins Chips Seasonedchicken 175g,2,6.6,107004,YOUNG SINGLES/COUPLES,Mainstream
06 January 2019,102,102027,101678,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,107007,NEW FAMILIES,Budget
27 October 2018,103,103034,103102,29,French Fries Potato Chips 175g,1,3.0,107013,YOUNG SINGLES/COUPLES,Premium
17 November 2018,104,104016,103791,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,107019,MIDAGE SINGLES/COUPLES,Premium
09 February 2019,104,104016,103792,29,French Fries Potato Chips 175g,2,6.0,107020,OLDER FAMILIES,Mainstream
02 May 2019,104,104016,103793,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,107021,OLDER SINGLES/COUPLES,Mainstream
01 January 2019,104,104210,105005,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,107025,YOUNG FAMILIES,Budget
26 October 2018,105,105036,105458,110,WW Original Corn    Chips 200g,2,3.8,107027,RETIREES,Mainstream
21 November 2018,106,106084,107253,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,107031,OLDER SINGLES/COUPLES,Premium
13 August 2018,106,106103,107362,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,107032,OLDER FAMILIES,Mainstream
14 January 2019,106,106103,107364,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,107034,OLDER FAMILIES,Budget
11 March 2019,106,106103,107366,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,107036,MIDAGE SINGLES/COUPLES,Mainstream
22 April 2019,106,106103,107367,29,French Fries Potato Chips 175g,2,6.0,107037,RETIREES,Budget
23 June 2019,106,106141,107602,44,Thins Chips Light&  Tangy 175g,2,6.6,107042,OLDER FAMILIES,Premium
04 September 2018,106,106156,107683,29,French Fries Potato Chips 175g,2,6.0,107043,OLDER FAMILIES,Mainstream
06 October 2018,106,106156,107686,22,Thins Chips         Originl saltd 175g,2,6.6,107046,MIDAGE SINGLES/COUPLES,Budget
30 August 2018,106,106224,108078,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,107049,OLDER FAMILIES,Premium
24 February 2019,106,106224,108079,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,107050,RETIREES,Premium
12 August 2018,107,107069,108721,78,Thins Chips Salt &  Vinegar 175g,2,6.6,107058,OLDER SINGLES/COUPLES,Mainstream
17 November 2018,107,107069,108722,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,107059,RETIREES,Mainstream
03 February 2019,107,107069,108725,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,107061,OLDER FAMILIES,Premium
17 April 2019,107,107151,109211,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,107072,OLDER SINGLES/COUPLES,Mainstream
07 April 2019,107,107227,109658,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,107076,YOUNG SINGLES/COUPLES,Budget
01 July 2018,108,108339,110148,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,107081,OLDER FAMILIES,Budget
